0.509152138  2.66667
0.512736915  3.5
0.516441693  4.4
0.520046470  5.33333
0.523631248  6.28571
0.527016025  7.25
0.530900803  8.22222
0.534405580  9.2
0.538110358  10.1818
0.541695135  11.1667
0.545199913  12.1538
0.549024690  13.1429
0.552709468  14.1333
0.556374245  15.125
0.559919022  15.0625
0.563483800  16.0588
0.566848577  17.0556
0.570433355  18.0526
0.574218132  19.05
0.577742910  20.0476
0.581667687  21.0455
0.585412465  22.0435
0.589297242  23.0417
0.593002020  24.04
0.596386797  25.0385
0.600031575  26.037
0.603736352  27.0357
0.607221129  28.0345
0.610645907  29.0333
0.614270684  30.0323
0.617815462  31.0312
0.621260239  32.0303
0.625125017  33.0294
0.628689794  34.0286
0.632234572  35.0278
0.636159349  36.027
0.639564127  37.0263
0.643028904  38.0256
0.646713682  39.025
0.650558459  40.0244
0.654183236  41.0238
0.657708014  42.0233
0.661332791  43.0227
0.665157569  44.0222
0.668502346  44
0.672067124  45
0.675731901  46
0.679550583  47
0.683380583  48
0.687070583  49
0.690715361  50
0.694340138  51
0.698560583  52
0.702145361  53
0.705610138  54
0.709370583  55
0.713175361  56
0.717030583  57
0.720660583  58
0.724530583  59
0.728420583  60
0.732365361  61
0.735830138  62
0.739910583  63
0.743375361  64
0.747320138  65
0.751104915  66
0.754989693  67
0.758634470  68
0.762279248  69
0.765924025  70
0.769608803  71
0.773660583  72
0.777225361  73
0.780750138  74
0.784770583  75
0.788515361  76
0.791980138  77
0.795800583  78
0.799470583  79
0.803175361  80
0.806840138  81
0.810604915  82
0.814449693  83
0.818114470  84
0.821850583  85
0.825680583  86
0.829390583  87
0.833255361  88
0.837200138  89
0.840964915  90
0.844329693  91
0.848140583  92
0.851850583  93
0.855960583  94
0.859745361  95
0.863470138  96
0.867294915  97
0.870959693  98
0.874484470  99
0.878369248  100
0.881894025  101
0.885820583  102
0.889430583  103
0.893620583  104
0.897525361  106.009
0.901450138  107.009
0.905374915  108.009
0.908939693  109.009
0.912804470  110.009
0.916289248  111.009
0.919874025  111
0.923738803  112
0.927183580  113
0.930708358  114
0.934710583  115
0.938555361  116
0.942140138  117
0.945700583  118
0.949405361  119
0.953580583  120
0.957525361  122.008
0.961010138  122
0.964894915  123
0.968779693  125.008
0.972164470  125
0.975989248  126
0.979694025  127
0.983038803  128
0.987390583  129
0.991035361  130
0.994720138  131
0.998384915  132
1.002209693  134.007
1.011370632  137.022
1.014254114  139.029
1.024378878  143.049
1.026283643  145.055
1.030013593  148.067
1.033698370  149.067
1.037203148  150.066
1.040907925  151.066
1.044352703  152.065
1.047917480  153.065
1.058207523  155.071
1.060072293  157.076
1.069957063  161.093
1.079842092  165.108
1.082006865  167.113
1.092011638  171.128
1.093976413  173.132
1.095841447  175.136
1.105766222  180.155
1.107750999  182.158
1.117775776  186.171
1.122107986  188.175
1.125552763  189.174
1.129257541  190.173
1.133082318  191.172
1.136887096  192.171
1.140491873  193.17
1.143836650  194.169
1.147601428  195.168
1.151186205  196.168
1.154630983  197.167
1.158375760  198.166
1.161820538  199.165
1.165185315  200.164
1.167515152  201.163
1.177499938  205.175
1.179544725  207.178
1.189629512  211.189
1.191794301  213.192
1.201859091  218.205
1.203703881  219.205
1.207433831  222.211
1.211198609  223.21
1.221468674  226.216
1.231433732  230.225
1.233338527  231.224
1.243303322  236.236
1.245468119  237.235
1.255392916  242.247
1.257237714  243.246
1.259542779  246.251
1.269427578  251.262
1.271432378  252.261
1.281277179  257.271
1.283361981  258.27
1.293526783  263.28
1.295431587  265.282
1.299181537  268.286
1.302786315  269.285
1.313056393  271.287
1.315261200  273.288
1.325246007  278.297
1.327430815  279.296
1.337455624  283.303
1.347500704  287.309
1.357325786  290.313
1.359170599  292.314
1.363682571  294.315
1.367207348  295.314
1.370672126  296.313
1.374036903  297.312
1.377521681  298.311
1.380986458  298.308
1.384671236  299.307
1.388156013  300.306
1.391780791  301.305
1.395325568  302.304
1.398750346  303.303
1.402235123  304.302
1.405799900  305.301
1.416149994  308.304
1.426315089  312.31
1.428359912  313.309
1.438344736  317.314
1.440309560  318.313
1.450414385  322.319
1.452339211  323.318
1.462324038  327.323
1.472349142  331.328
1.474353972  332.327
1.478845943  335.33
1.482550721  336.329
1.484840588  336.326
1.494685420  340.331
1.498455114  342.332
1.502099891  343.331
1.505544669  344.33
1.507794538  344.328
1.517699373  348.332
1.519584209  349.331
1.521749324  351.332
1.531654161  355.337
1.541719278  358.34
1.543724118  360.341
1.554835518  364.345
1.564660640  367.348
1.574525763  371.352
1.584630889  375.356
1.594456017  378.359
1.598205706  380.36
1.602070483  381.359
1.605535261  382.358
1.609220038  383.357
1.619430161  386.359
1.629255295  390.363
1.631100148  391.362
1.633245284  393.363
1.643130137  396.365
1.645314991  398.366
1.655359846  402.37
1.665204987  405.372
1.667089844  407.373
1.677214702  410.375
1.679119561  412.375
1.689364421  416.379
1.691349281  417.378
1.701274143  421.382
1.711139293  424.384
1.713064157  426.384
1.714929309  427.383
1.725054174  431.387
1.726959040  433.387
1.736863906  436.389
1.738748774  438.39
1.740613931  439.389
1.742479089  441.389
1.752663957  445.392
1.754568827  446.391
1.756533988  448.392
1.766738858  451.394
1.768723730  453.394
1.778768603  457.397
1.788593768  460.399
1.792966010  462.4
1.795175907  463.399
1.797041076  464.398
1.799086244  466.398
1.801291413  468.399
1.811156290  471.4
1.813141169  473.401
1.817453140  475.401
1.821197917  476.4
1.824542695  477.4
1.828327472  478.399
1.832052250  479.398
1.842302405  481.398
1.852247582  485.401
1.862152762  489.404
