0.509152138 0.00165214
0.512736915 0.00148691
0.516441693 0.00144169
0.520046470 0.00129647
0.523631248 0.00113125
0.527016025 0.000766025
0.530900803 0.000900803
0.534405580 0.00065558
0.538110358 0.000610358
0.541695135 0.000445135
0.545199913 0.000199913
0.549024690 0.00027469
0.552709468 0.000209468
0.556374245 0.000124245
0.559919022 0.00366902
0.563483800 0.0034838
0.566848577 0.00309858
0.570433355 0.00293336
0.574218132 0.00296813
0.577742910 0.00274291
0.581667687 0.00291769
0.585412465 0.00291246
0.589297242 0.00304724
0.593002020 0.00300202
0.596386797 0.0026368
0.600031575 0.00253158
0.603736352 0.00248635
0.607221129 0.00222113
0.610645907 0.00189591
0.614270684 0.00177068
0.617815462 0.00156546
0.621260239 0.00126024
0.625125017 0.00137502
0.628689794 0.00118979
0.632234572 0.000984572
0.636159349 0.00115935
0.639564127 0.000814127
0.643028904 0.000528904
0.646713682 0.000463682
0.650558459 0.000558459
0.654183236 0.000433236
0.657708014 0.000208014
0.661332791 8.2791e-05
0.665157569 0.000157569
0.668502346 0.00350235
0.672067124 0.00331712
0.675731901 0.0032319
0.679550583 0.00330058
0.683380583 0.00338058
0.687070583 0.00332058
0.690715361 0.00321536
0.694340138 0.00309014
0.698560583 0.00356058
0.702145361 0.00339536
0.705610138 0.00311014
0.709370583 0.00312058
0.713175361 0.00317536
0.717030583 0.00328058
0.720660583 0.00316058
0.724530583 0.00328058
0.728420583 0.00342058
0.732365361 0.00361536
0.735830138 0.00333014
0.739910583 0.00366058
0.743375361 0.00337536
0.747320138 0.00357014
0.751104915 0.00360491
0.754989693 0.00373969
0.758634470 0.00363447
0.762279248 0.00352925
0.765924025 0.00342403
0.769608803 0.0033588
0.773660583 0.00366058
0.777225361 0.00347536
0.780750138 0.00325014
0.784770583 0.00352058
0.788515361 0.00351536
0.791980138 0.00323014
0.795800583 0.00330058
0.799470583 0.00322058
0.803175361 0.00317536
0.806840138 0.00309014
0.810604915 0.00310491
0.814449693 0.00319969
0.818114470 0.00311447
0.821850583 0.00310058
0.825680583 0.00318058
0.829390583 0.00314058
0.833255361 0.00325536
0.837200138 0.00345014
0.840964915 0.00346492
0.844329693 0.00307969
0.848140583 0.00314058
0.851850583 0.00310058
0.855960583 0.00346058
0.859745361 0.00349536
0.863470138 0.00347014
0.867294915 0.00354491
0.870959693 0.00345969
0.874484470 0.00323447
0.878369248 0.00336925
0.881894025 0.00314402
0.885820583 0.00332058
0.889430583 0.00318058
0.893620583 0.00362058
0.897525361 2.5361e-05
0.901450138 0.000200138
